date,ymd,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,v3,v4,v6
2007-07-19,20070719,255.61,252.87,249.03,241.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-20,20070720,255.57,252.86,248.73,240.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-21,20070721,255.54,252.85,248.44,240.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-22,20070722,255.49,252.82,248.19,240.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-23,20070723,255.44,252.79,247.99,239.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-24,20070724,255.42,252.79,247.86,239.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-25,20070725,255.54,252.78,247.68,239.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-26,20070726,255.47,252.75,247.48,239.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-27,20070727,255.36,252.73,247.29,239.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-28,20070728,255.29,252.7,247.11,239.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-29,20070729,255.24,252.67,246.92,238.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-30,20070730,255.19,252.64,246.74,238.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-31,20070731,255.16,252.58,246.61,238.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-01,20070801,255.12,252.52,246.47,238.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-02,20070802,255.1,252.49,246.31,238.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-03,20070803,255.07,252.43,246.14,238.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-04,20070804,255.03,252.34,246,238,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-05,20070805,255.01,252.28,245.87,237.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-06,20070806,254.99,252.21,245.76,237.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-07,20070807,254.95,252.14,245.65,237.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-08,20070808,254.92,252.08,245.54,237.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-09,20070809,254.91,252.03,245.46,237.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-10,20070810,254.88,251.97,245.38,237.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-11,20070811,255.03,251.9,245.28,237.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-12,20070812,255.69,251.86,245.22,237.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-13,20070813,255.2,251.83,245.17,237.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-14,20070814,254.92,251.79,245.1,237.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-15,20070815,254.82,251.76,245.04,237.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-16,20070816,254.78,251.73,245.01,237.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-17,20070817,254.74,251.7,244.97,236.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,20070818,254.7,251.66,244.92,236.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-19,20070819,254.67,251.62,244.88,236.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-20,20070820,254.65,251.59,244.86,236.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-21,20070821,254.63,251.57,244.85,236.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-22,20070822,254.59,251.54,244.81,236.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-23,20070823,254.57,251.53,244.79,236.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-24,20070824,254.55,251.5,244.78,236.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,20070825,254.52,251.45,244.76,236.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-26,20070826,254.5,251.41,244.74,236.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-27,20070827,254.48,251.34,244.73,236.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,20070828,254.45,251.21,244.72,236.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-29,20070829,254.42,251.11,244.7,236.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-30,20070830,254.41,251.06,244.7,236.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-31,20070831,254.38,251.01,244.7,236.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,20070901,254.36,250.96,244.69,236.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-02,20070902,254.34,250.92,244.68,236.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-03,20070903,254.31,250.89,244.68,236.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-04,20070904,254.31,250.88,244.7,236.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-05,20070905,254.26,250.78,244.66,236.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-06,20070906,254.23,250.67,244.66,236.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-07,20070907,254.23,250.63,244.67,236.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-08,20070908,254.18,250.54,244.64,236.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-09,20070909,254.15,250.48,244.64,236.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-10,20070910,254.12,250.4,244.62,236.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-11,20070911,254.11,250.34,244.62,236.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-12,20070912,254.08,250.27,244.61,236.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-13,20070913,254.07,250.18,244.61,236.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-14,20070914,254.06,250.06,244.6,236.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,20070915,254.04,249.93,244.6,236.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-16,20070916,254.02,249.82,244.59,236.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-17,20070917,253.99,249.7,244.58,236.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-18,20070918,253.99,249.6,244.59,236.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-19,20070919,253.96,249.49,244.58,236.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-20,20070920,253.95,249.4,244.58,236.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-21,20070921,253.93,249.3,244.57,236.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-22,20070922,253.91,249.24,244.56,236.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-23,20070923,253.9,249.18,244.56,236.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-24,20070924,253.87,249.1,244.54,236.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-25,20070925,253.85,249.02,244.54,236.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-26,20070926,253.83,248.96,244.53,236.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-27,20070927,253.8,248.9,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-28,20070928,253.8,248.88,244.52,236.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,20070929,253.81,248.83,244.54,236.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-30,20070930,253.77,248.75,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-01,20071001,253.76,248.72,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-02,20071002,253.74,248.67,244.49,236.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-03,20071003,253.71,248.66,244.47,236.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-04,20071004,253.72,248.73,244.49,236.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-05,20071005,253.71,248.83,244.5,236.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-06,20071006,253.7,248.92,244.5,236.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-07,20071007,253.69,248.93,244.48,236.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-08,20071008,253.69,248.88,244.33,236.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-09,20071009,253.68,248.84,244.47,236.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-10,20071010,253.69,248.89,244.5,236.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-11,20071011,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-12,20071012,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-13,20071013,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-14,20071014,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-15,20071015,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-16,20071016,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-17,20071017,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-18,20071018,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-19,20071019,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-20,20071020,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-21,20071021,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-22,20071022,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-23,20071023,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-24,20071024,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-25,20071025,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-26,20071026,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-27,20071027,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-28,20071028,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-29,20071029,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-30,20071030,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-31,20071031,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-01,20071101,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-02,20071102,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-03,20071103,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-04,20071104,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-05,20071105,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-06,20071106,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-07,20071107,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-08,20071108,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-09,20071109,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-10,20071110,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-11,20071111,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-12,20071112,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-13,20071113,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-14,20071114,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-15,20071115,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-16,20071116,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-17,20071117,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-18,20071118,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-19,20071119,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-20,20071120,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-21,20071121,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-22,20071122,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-23,20071123,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-24,20071124,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-25,20071125,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-26,20071126,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-27,20071127,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-28,20071128,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-29,20071129,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-30,20071130,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,20071201,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-02,20071202,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-03,20071203,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-04,20071204,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-05,20071205,253.69,248.93,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-06,20071206,253.73,248.97,243.21,235.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-07,20071207,254.1,249.44,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-08,20071208,254.55,250.02,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-09,20071209,255,250.6,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-10,20071210,255.45,251.18,244.51,236.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-11,20071211,255.8,251.6,242.08,236.52,223.98,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-12,20071212,255.8,251.29,241.19,236.5,223.99,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-13,20071213,255.78,251,241.17,236.48,224,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-14,20071214,255.75,250.75,241.14,236.45,224,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-15,20071215,255.73,250.55,241.11,236.43,224,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-16,20071216,255.72,250.39,241.1,236.42,224.06,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-17,20071217,255.72,250.21,241.08,236.4,224.18,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-18,20071218,255.73,250.06,241.07,236.42,225.22,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-19,20071219,255.74,249.85,241.09,236.48,228.46,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-20,20071220,255.12,249.83,241.1,236.52,227.62,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-21,20071221,255.79,250.13,241.11,236.57,227.92,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-22,20071222,255.79,250.53,241.09,236.56,228.83,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-23,20071223,255.8,250.76,241.07,236.53,229.74,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-24,20071224,255.8,250.99,241.04,236.51,230.42,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-25,20071225,255.82,251.26,241.02,236.48,230.88,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-26,20071226,255.84,251.49,241,236.46,231.18,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-27,20071227,255.88,251.67,240.99,236.45,231.36,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-28,20071228,255.93,251.8,240.97,236.43,231.47,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-29,20071229,255.98,251.92,240.94,236.41,231.54,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-30,20071230,256.05,252.04,240.93,236.4,231.59,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-31,20071231,256.13,252.1,240.93,236.4,231.62,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,20080101,256.2,NA,NA,236.4,231.62,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-02,20080102,256.26,NA,NA,236.39,231.59,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-03,20080103,256.31,NA,NA,236.4,231.5,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-04,20080104,258.28,NA,244.38,238.29,232.48,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-05,20080105,263.17,NA,NA,243.3,234.52,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-06,20080106,264.12,NA,NA,244.38,234.45,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-07,20080107,263.69,NA,NA,244.16,233.49,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-08,20080108,262.41,NA,NA,243.01,232.46,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-09,20080109,261.5,NA,NA,241.87,231.74,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-10,20080110,260.9,NA,NA,241.01,231.24,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-11,20080111,260.47,NA,NA,240.38,230.92,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-12,20080112,260.19,NA,NA,239.91,230.75,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-13,20080113,260.02,252.09,NA,239.51,230.65,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-14,20080114,259.93,NA,NA,239.18,230.47,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-15,20080115,259.89,NA,NA,238.89,230.36,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-16,20080116,259.88,NA,NA,238.65,230.3,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-17,20080117,259.88,NA,NA,238.46,230.33,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-18,20080118,259.88,NA,NA,238.29,230.4,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-19,20080119,259.88,NA,NA,238.13,230.41,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-20,20080120,259.88,NA,NA,238.01,230.38,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-21,20080121,259.88,NA,NA,237.91,230.33,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-22,20080122,259.91,NA,NA,237.92,230.44,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-23,20080123,260.08,NA,NA,237.99,230.57,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-24,20080124,260.3,NA,NA,238.01,230.68,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-25,20080125,260.8,NA,NA,238.15,230.83,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-26,20080126,263.72,NA,NA,241.9,232.02,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-27,20080127,264.85,NA,NA,243.13,232.5,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-28,20080128,265.92,NA,NA,245.08,234.31,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-29,20080129,266.01,NA,NA,245.4,234.71,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-30,20080130,266.08,NA,NA,245.52,234.77,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-31,20080131,266.2,NA,NA,245.55,234.63,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,20080201,266.6,NA,NA,245.86,235.12,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-02,20080202,266.59,NA,NA,245.84,235.14,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-03,20080203,267.05,NA,NA,246.25,236.14,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-04,20080204,266.91,NA,NA,246.06,236.16,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-05,20080205,266.96,NA,NA,246.11,236.17,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-06,20080206,267.33,NA,NA,246.61,236.9,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-07,20080207,267.44,NA,NA,246.72,237.19,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-08,20080208,267.5,NA,NA,246.72,237.32,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-09,20080209,267.52,NA,NA,246.72,237.4,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-10,20080210,267.49,NA,NA,246.74,237.49,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-11,20080211,267.47,NA,NA,246.74,237.51,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-12,20080212,267.45,NA,NA,246.7,237.43,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-13,20080213,267.39,NA,NA,246.64,237.29,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-14,20080214,267.24,NA,NA,246.51,237.08,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-15,20080215,267.09,NA,NA,246.37,236.93,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-16,20080216,266.97,NA,NA,246.26,236.89,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-17,20080217,266.87,NA,NA,246.16,236.99,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-18,20080218,266.76,NA,NA,246.07,237.16,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-19,20080219,266.72,NA,NA,246,237.28,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-20,20080220,266.99,NA,NA,246.27,237.63,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-21,20080221,266.99,NA,NA,246.45,237.8,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-22,20080222,267.08,NA,NA,246.61,238.01,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-23,20080223,267.21,NA,NA,246.84,238.18,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-24,20080224,268.97,NA,NA,248.6,240.8,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-25,20080225,269.15,NA,NA,248.8,240.71,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-26,20080226,268.89,NA,NA,248.24,240.03,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-27,20080227,268.76,NA,NA,247.92,239.66,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-28,20080228,268.64,NA,NA,247.74,239.37,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-29,20080229,268.53,NA,NA,247.64,239.1,NA,NA,223.74,222.07,NA,NA,NA,NA
2008-03-01,20080301,268.43,NA,NA,247.65,238.97,NA,NA,223.61,221.98,NA,NA,NA,NA
2008-03-02,20080302,268.3,NA,NA,247.64,238.83,NA,NA,223.52,221.9,NA,NA,NA,NA
2008-03-03,20080303,268.2,NA,NA,247.62,238.68,NA,NA,223.43,221.82,NA,NA,NA,NA
2008-03-04,20080304,268.13,NA,NA,247.63,238.58,NA,NA,223.37,221.76,NA,NA,NA,NA
2008-03-05,20080305,268.05,NA,NA,247.63,238.5,NA,NA,223.31,221.71,NA,NA,NA,NA
2008-03-06,20080306,267.94,NA,NA,247.61,238.4,NA,NA,223.23,221.78,NA,NA,NA,NA
2008-03-07,20080307,267.87,NA,NA,247.6,238.32,NA,NA,223.14,221.77,NA,NA,NA,NA
2008-03-08,20080308,267.85,NA,NA,247.63,238.29,NA,NA,223.09,221.73,NA,NA,NA,NA
2008-03-09,20080309,267.79,NA,NA,247.67,238.28,NA,NA,223.05,221.7,NA,NA,NA,NA
2008-03-10,20080310,267.72,NA,NA,247.66,238.23,NA,NA,223.01,221.66,NA,NA,NA,NA
2008-03-11,20080311,267.64,NA,NA,247.63,238.16,NA,NA,222.97,221.63,NA,NA,NA,NA
2008-03-12,20080312,267.56,NA,NA,247.57,238.09,NA,NA,222.89,221.59,NA,NA,NA,NA
2008-03-13,20080313,267.54,NA,NA,247.56,238.04,NA,NA,222.86,221.55,NA,NA,NA,NA
2008-03-14,20080314,267.53,NA,NA,247.56,238,NA,NA,222.87,221.58,NA,NA,NA,NA
2008-03-15,20080315,267.57,NA,NA,247.48,237.89,NA,NA,222.88,221.59,NA,NA,NA,NA
2008-03-16,20080316,267.5,NA,NA,247.31,237.68,NA,NA,222.9,221.59,NA,NA,NA,NA
2008-03-17,20080317,267.34,NA,NA,246.99,237.21,NA,NA,222.9,221.57,NA,NA,NA,NA
2008-03-18,20080318,267.18,NA,NA,246.48,236.77,NA,NA,222.89,221.56,NA,NA,NA,NA
2008-03-19,20080319,267.04,NA,NA,245.84,236.62,NA,NA,222.81,221.5,NA,NA,NA,NA
2008-03-20,20080320,266.92,NA,NA,245.34,236.57,NA,NA,222.75,221.45,NA,NA,NA,NA
2008-03-21,20080321,266.75,NA,NA,244.93,236.56,NA,NA,222.77,221.49,NA,NA,NA,NA
2008-03-22,20080322,266.48,NA,NA,244.66,236.54,NA,NA,222.8,221.54,NA,NA,NA,NA
2008-03-23,20080323,266.08,NA,NA,244.53,236.54,NA,NA,222.8,221.55,NA,NA,NA,NA
2008-03-24,20080324,265.71,NA,NA,244.43,236.49,NA,NA,222.79,221.54,NA,NA,NA,NA
2008-03-25,20080325,265.38,NA,NA,244.32,236.43,NA,NA,222.79,221.55,NA,NA,NA,NA
2008-03-26,20080326,265.09,NA,NA,244.23,236.36,NA,NA,222.78,221.55,NA,NA,NA,NA
2008-03-27,20080327,264.85,NA,NA,244.16,236.3,NA,NA,222.79,221.55,NA,NA,NA,NA
2008-03-28,20080328,264.69,NA,NA,244.09,236.24,NA,NA,222.78,221.55,NA,NA,NA,NA
2008-03-29,20080329,264.58,NA,NA,244.07,236.19,NA,NA,222.77,221.54,NA,NA,NA,NA
2008-03-30,20080330,264.48,NA,NA,244.09,236.17,NA,NA,222.76,221.54,NA,NA,NA,NA
2008-03-31,20080331,264.31,NA,NA,244.11,236.14,NA,NA,222.76,221.54,NA,NA,NA,NA
2008-04-01,20080401,264.16,NA,NA,244.07,236.08,NA,NA,222.74,221.49,NA,NA,NA,NA
