"date","ymd","CalaverasReservoir","F2","F3E","F3W","F4","F6","ReadyMix","SanAntonioReservoir"
2012-05-14,"20120514",683.6,-999,-999,219.949375,-999,169.30125,257.233958333333,464.3
2012-05-15,"20120515",683.6,-999,-999,219.899895833333,-999,169.529791666667,257.481458333333,464.3
2012-05-16,"20120516",683.5,-999,-999,219.692916666667,-999,169.738958333333,257.351458333333,464.4
2012-05-17,"20120517",683.6,-999,-999,219.379479166667,-999,169.9115625,257.012708333333,464.6
2012-05-18,"20120518",683.6,-999,-999,219.145,-999,170.179270833333,256.691354166667,464.6
2012-05-19,"20120519",683.6,-999,-999,219.0490625,-999,170.436145833333,256.505729166667,464.7
2012-05-20,"20120520",683.6,-999,-999,219.055,-999,170.688125,256.4665625,464.8
2012-05-21,"20120521",683.6,-999,-999,218.851458333333,-999,171.0328125,256.254479166667,464.9
2012-05-22,"20120522",683.6,-999,-999,218.180208333333,-999,171.283229166667,255.928854166667,464.7
2012-05-23,"20120523",683.6,-999,-999,218.0096875,-999,171.3775,255.584583333333,465
2012-05-24,"20120524",683.6,-999,-999,217.857083333333,-999,171.4159375,255.275104166667,465.1
2012-05-25,"20120525",683.5,-999,-999,217.847708333333,-999,171.528020833333,255.0934375,465.2
2012-05-26,"20120526",683.6,-999,-999,217.963229166667,-999,171.9465625,255.044583333333,465.2
2012-05-27,"20120527",683.6,-999,-999,218.0571875,-999,172.308229166667,255.049375,465.2
2012-05-28,"20120528",683.6,-999,-999,218.100520833333,-999,172.435729166667,255.078854166667,465.2
2012-05-29,"20120529",683.6,-999,-999,217.946458333333,-999,172.59875,254.92875,464.9
2012-05-30,"20120530",683.6,-999,-999,217.6909375,-999,172.800104166667,254.8878125,465.1
2012-05-31,"20120531",683.6,-999,-999,217.455208333333,-999,172.843020833333,254.917395833333,465.3
2012-06-01,"20120601",683.6,-999,-999,217.228645833333,-999,172.8690625,254.918020833333,464.3
2012-06-02,"20120602",683.6,-999,-999,217.191458333333,-999,173.147708333333,255.063645833333,465.3
2012-06-03,"20120603",683.6,-999,-999,217.275,-999,173.3153125,255.374270833333,465.4
2012-06-04,"20120604",683.6,-999,-999,217.103541666667,-999,173.555625,255.53375,465.6
2012-06-05,"20120605",683.6,-999,-999,216.409375,-999,173.918958333333,255.546979166667,465.4
2012-06-06,"20120606",683.6,-999,-999,216.181666666667,-999,173.945729166667,255.5503125,465.5
2012-06-07,"20120607",683.6,-999,-999,216.004895833333,-999,174.039375,255.558125,465.4
2012-06-08,"20120608",683.6,-999,-999,216.017395833333,-999,174.1534375,255.727708333333,465.3
2012-06-09,"20120609",683.6,-999,-999,216.138541666667,-999,174.235416666667,255.988541666667,465.3
2012-06-10,"20120610",683.5,-999,-999,216.247395833333,-999,174.301979166667,256.316770833333,465.2
2012-06-11,"20120611",683.5,-999,-999,216.1628125,-999,174.480104166667,256.45625,465
2012-06-12,"20120612",683.5,-999,-999,215.920520833333,-999,174.625520833333,256.420833333333,464.8
2012-06-13,"20120613",683.5,-999,-999,215.67875,-999,174.650208333333,256.453645833333,464.8
2012-06-14,"20120614",683.05,-999,-999,215.571979166667,-999,174.718645833333,256.459270833333,464.7
2012-06-15,"20120615",683.5,-999,-999,215.560208333333,-999,174.835416666667,256.536666666667,464.5
2012-06-16,"20120616",683.5,-999,-999,215.610729166667,-999,174.9696875,256.450208333333,464.7
2012-06-17,"20120617",683.5,-999,-999,215.7034375,-999,175.1253125,256.423125,464.3
2012-06-18,"20120618",683.4,-999,-999,215.541041666667,-999,175.279583333333,256.219166666667,464.2
2012-06-19,"20120619",683.4,-999,-999,215.1759375,-999,175.39125,255.839895833333,464.1
2012-06-20,"20120620",683.4,-999,-999,214.871770833333,-999,175.457291666667,255.438645833333,464.1
2012-06-21,"20120621",683.4,-999,-999,214.566458333333,-999,175.677291666667,255.04375,463.8
2012-06-22,"20120622",683.4,-999,-999,214.377395833333,-999,175.8121875,254.742083333333,463.7
2012-06-23,"20120623",683.4,-999,-999,214.35125,-999,175.8771875,254.580104166667,463.6
2012-06-24,"20120624",683.3,-999,-999,214.408958333333,-999,176.1071875,254.5521875,463.4
2012-06-25,"20120625",683.3,-999,-999,214.292604166667,-999,176.2703125,254.358645833333,463.3
2012-06-26,"20120626",683.3,-999,-999,213.957916666667,-999,176.280520833333,253.961458333333,463.3
2012-06-27,"20120627",683.3,-999,-999,213.723645833333,-999,176.276875,253.6528125,463.1
2012-06-28,"20120628",683.3,-999,-999,213.556770833333,-999,176.513229166667,253.590833333333,462.9
2012-06-29,"20120629",683.2,-999,-999,213.295833333333,-999,176.6553125,253.5221875,462.7
2012-06-30,"20120630",683.2,-999,-999,213.25875,-999,176.6603125,253.601354166667,462.6
2012-07-01,"20120701",683.2,-999,-999,213.362916666667,-999,176.6709375,253.610104166667,462.5
2012-07-02,"20120702",683.2,-999,-999,213.197083333333,-999,176.714583333333,253.472708333333,462.3
2012-07-03,"20120703",683.2,-999,-999,212.828541666667,-999,176.784895833333,253.408333333333,462.2
2012-07-04,"20120704",683.2,-999,-999,212.744895833333,-999,176.806145833333,253.620729166667,462.1
2012-07-05,"20120705",683.2,-999,-999,212.68125,-999,177.032604166667,253.538541666667,462
2012-07-06,"20120706",683.2,-999,-999,212.468125,-999,177.13375,253.558541666667,461.7
2012-07-07,"20120707",683,-999,-999,212.396145833333,-999,177.154479166667,253.674375,461.7
2012-07-08,"20120708",683,-999,-999,212.529895833333,-999,177.2475,253.7009375,461.2
2012-07-09,"20120709",683,-999,-999,212.429375,-999,177.331666666667,253.624791666667,461.3
2012-07-10,"20120710",683,-999,-999,212.185520833333,-999,177.265520833333,253.582708333333,461.2
2012-07-11,"20120711",683,-999,-999,211.859270833333,-999,177.267083333333,253.495520833333,461
2012-07-12,"20120712",682.9,-999,-999,211.602916666667,-999,177.3321875,253.4653125,460.8
2012-07-13,"20120713",682.9,-999,-999,211.339479166667,-999,177.514270833333,253.613020833333,460.7
2012-07-14,"20120714",682.9,-999,-999,210.4265625,-999,177.591770833333,253.856979166667,460.5
2012-07-15,"20120715",682.9,-999,-999,209.4384375,-999,177.6184375,253.888645833333,460.4
2012-07-16,"20120716",683,-999,-999,208.558125,-999,177.669270833333,253.767395833333,460.2
2012-07-17,"20120717",683,-999,-999,208.412083333333,-999,177.818854166667,253.860833333333,460.1
2012-07-18,"20120718",682.9,-999,-999,208.373854166667,-999,177.902083333333,253.944479166667,459.9
2012-07-19,"20120719",682.9,-999,-999,208.2575,-999,177.995833333333,254.008125,459.8
2012-07-20,"20120720",682.9,-999,-999,207.985208333333,-999,178.054791666667,253.983229166667,459.7
2012-07-21,"20120721",682.8,-999,-999,207.856458333333,-999,177.996145833333,254.085625,459.6
2012-07-22,"20120722",682.9,-999,-999,207.729375,-999,177.9878125,254.1171875,459.5
2012-07-23,"20120723",682.9,-999,-999,207.382708333333,-999,178.036458333333,253.9846875,459.3
2012-07-24,"20120724",682.9,-999,-999,207.034270833333,-999,178.133958333333,253.925,459.1
2012-07-25,"20120725",682.9,-999,-999,206.7640625,-999,178.1903125,253.913958333333,460.4
2012-07-26,"20120726",682.8,-999,-999,206.378645833333,-999,178.2340625,253.905729166667,458.8
2012-07-27,"20120727",682.8,-999,-999,206.263333333333,-999,178.326354166667,253.974895833333,458.7
2012-07-28,"20120728",682.8,-999,-999,206.078958333333,-999,178.420208333333,254.006666666667,458.6
2012-07-29,"20120729",682.7,-999,-999,205.978020833333,-999,178.435,253.953541666667,458.6
2012-07-30,"20120730",682.8,-999,-999,206.0696875,-999,178.364270833333,253.902604166667,458.4
2012-07-31,"20120731",682.8,-999,-999,205.903541666667,-999,178.42375,253.934270833333,458.4
2012-08-01,"20120801",682.8,-999,-999,205.437604166667,-999,178.49875,253.9409375,458.3
2012-08-02,"20120802",682.6,-999,-999,204.964375,-999,178.456041666667,253.962395833333,458.2
2012-08-03,"20120803",682.6,-999,-999,204.910625,-999,178.381354166667,254.215416666667,458.1
2012-08-04,"20120804",682.5,-999,-999,205.016666666667,-999,178.476770833333,254.511666666667,457.9
2012-08-05,"20120805",682.5,-999,-999,205.160833333333,-999,178.661041666667,254.549375,457.9
2012-08-06,"20120806",682.5,-999,-999,205.323125,-999,178.764895833333,254.403645833333,457.8
2012-08-07,"20120807",682.5,-999,-999,205.495416666667,-999,178.748645833333,254.454479166667,457.7
2012-08-08,"20120808",682.5,-999,-999,205.710625,-999,178.721145833333,254.580104166667,457.6
2012-08-09,"20120809",682.5,-999,-999,205.948229166667,-999,178.67125,254.5628125,457.6
2012-08-10,"20120810",682.5,-999,-999,206.156458333333,-999,178.604270833333,254.676041666667,457.5
2012-08-11,"20120811",682.5,-999,-999,206.344375,-999,178.607916666667,254.7546875,457.4
2012-08-12,"20120812",682.5,-999,-999,206.549270833333,-999,178.718854166667,254.698541666667,457.4
2012-08-13,"20120813",682.5,-999,-999,206.728541666667,-999,178.7409375,254.5153125,457.3
2012-08-14,"20120814",682.4,-999,-999,206.895833333333,-999,178.7453125,254.396666666667,457.3
2012-08-15,"20120815",682.4,-999,-999,207.055104166667,-999,178.822916666667,254.429375,457
2012-08-16,"20120816",682.4,-999,-999,207.255520833333,-999,178.953958333333,254.429375,456.9
2012-08-17,"20120817",682.4,-999,-999,207.405416666667,-999,179.028854166667,254.389583333333,456.8
2012-08-18,"20120818",682.4,-999,-999,207.588958333333,-999,179.017083333333,254.407604166667,456.7
2012-08-19,"20120819",682.4,-999,-999,207.774479166667,-999,179.036979166667,254.6065625,456.6
2012-08-20,"20120820",682.4,-999,-999,207.928541666667,-999,179.027916666667,254.674375,456.5
2012-08-21,"20120821",682.3,-999,-999,208.118125,-999,179.056770833333,254.718645833333,456.4
2012-08-22,"20120822",682.3,-999,-999,208.2421875,-999,179.089270833333,254.658125,456.3
2012-08-23,"20120823",682.3,-999,-999,208.402708333333,-999,179.094479166667,254.6321875,456.2
2012-08-24,"20120824",682.2,-999,-999,208.532916666667,-999,179.089375,254.590833333333,456.2
2012-08-25,"20120825",682.2,-999,-999,208.668229166667,-999,179.107083333333,254.620104166667,456.1
2012-08-26,"20120826",682.2,-999,-999,208.824895833333,-999,179.262604166667,254.652395833333,456.1
2012-08-27,"20120827",682.2,-999,-999,208.950625,-999,179.336979166667,254.491145833333,455.9
2012-08-28,"20120828",682.2,-999,-999,209.088645833333,-999,179.346666666667,254.4134375,455.83
2012-08-29,"20120829",682.1,-999,-999,209.15,-999,179.256041666667,254.45875,455.75
2012-08-30,"20120830",682,-999,-999,209.247604166667,-999,179.209375,254.67,455.68
2012-08-31,"20120831",682,-999,-999,209.431979166667,-999,179.37875,254.9903125,455.6
2012-09-01,"20120901",682,-999,-999,209.507708333333,-999,179.477395833333,255.291979166667,455.6
2012-09-02,"20120902",682,-999,-999,209.54875,-999,179.448229166667,255.312708333333,455.6
2012-09-03,"20120903",682,-999,-999,209.613229166667,-999,179.47625,255.297083333333,455.6
2012-09-04,"20120904",682,-999,-999,209.704479166667,-999,179.540833333333,255.168958333333,455.6
2012-09-05,"20120905",682,-999,-999,209.8875,-999,179.550208333333,255.27,455.8
2012-09-06,"20120906",682,-999,-999,209.745833333333,-999,179.572604166667,255.367916666667,455.9
2012-09-07,"20120907",681.8,-999,-999,209.703125,-999,179.69,255.333125,456.1
2012-09-08,"20120908",681.8,-999,-999,209.550729166667,-999,179.708020833333,255.349583333333,456.2
2012-09-09,"20120909",681.8,-999,-999,209.4296875,-999,179.674479166667,255.381041666667,456.3
2012-09-10,"20120910",681.9,-999,-999,209.162083333333,-999,179.591354166667,255.331979166667,456.5
2012-09-11,"20120911",681.9,-999,-999,208.965729166667,-999,179.6259375,255.341770833333,456.6
2012-09-12,"20120912",681.8,-999,-999,208.635416666667,-999,179.781875,255.369166666667,456.8
2012-09-13,"20120913",681.8,-999,-999,208.177395833333,-999,179.841041666667,255.411354166667,456.9
2012-09-14,"20120914",681.8,-999,-999,208.112395833333,-999,179.867083333333,255.414270833333,457
2012-09-15,"20120915",681.8,-999,-999,207.518020833333,-999,179.855520833333,255.3996875,457
2012-09-16,"20120916",681.8,-999,-999,206.726875,-999,179.832604166667,255.360520833333,457
2012-09-17,"20120917",681.8,-999,-999,206.0559375,-999,179.882604166667,255.219895833333,456.9
2012-09-18,"20120918",681.8,-999,-999,206.083958333333,-999,179.976875,255.146458333333,456.9
2012-09-19,"20120919",681.8,-999,-999,206.107395833333,-999,180.0059375,255.119479166667,456.8
2012-09-20,"20120920",681.8,-999,-999,206.2765625,-999,179.9825,255.1509375,456.8
2012-09-21,"20120921",681.8,-999,-999,206.373125,-999,179.902395833333,255.307083333333,456.9
2012-09-22,"20120922",681.8,-999,-999,206.445416666667,-999,179.885729166667,255.307291666667,457.2
2012-09-23,"20120923",681.8,-999,-999,206.548125,-999,179.939270833333,255.27375,457.4
2012-09-24,"20120924",681.8,-999,-999,206.673125,-999,179.951875,255.076458333333,457.7
2012-09-25,"20120925",681.8,-999,-999,206.781875,-999,179.931458333333,255.004791666667,457.9
2012-09-26,"20120926",681.7,-999,-999,206.935208333333,-999,179.936875,254.942395833333,458.1
2012-09-27,"20120927",681.7,-999,-999,207.0671875,-999,179.969583333333,254.898125,458.4
2012-09-28,"20120928",681.7,-999,-999,207.333020833333,-999,180.0365625,254.9228125,458.6
2012-09-29,"20120929",681.7,-999,-999,207.2721875,-999,180.098541666667,255.058645833333,458.8
2012-09-30,"20120930",681.7,-999,-999,207.250833333333,-999,180.125416666667,255.090833333333,459.1
2012-10-01,"20121001",681.7,-999,-999,207.245729166667,-999,180.0721875,254.926979166667,459.3
2012-10-02,"20121002",681.7,-999,-999,207.290520833333,-999,179.99,254.638333333333,459.3
2012-10-03,"20121003",681.7,-999,-999,207.399375,-999,179.994791666667,254.366458333333,459.3
2012-10-04,"20121004",681.7,-999,-999,207.543958333333,-999,180.094166666667,254.398125,459.3
2012-10-05,"20121005",681.7,-999,-999,207.704375,-999,180.070833333333,254.564166666667,459.3
2012-10-06,"20121006",681.7,-999,-999,207.8025,-999,180.020208333333,254.676354166667,459.4
2012-10-07,"20121007",681.6,-999,-999,207.9509375,-999,180.0328125,254.6215625,459.3
2012-10-08,"20121008",681.6,-999,-999,208.095208333333,-999,180.132395833333,254.501979166667,459.3
2012-10-09,"20121009",681.6,-999,-999,208.261041666667,-999,180.315104166667,254.4434375,459.3
2012-10-10,"20121010",681.6,-999,-999,208.409375,-999,180.261354166667,254.456458333333,459.3
2012-10-11,"20121011",681.6,-999,-999,208.456770833333,-999,180.282291666667,254.4534375,459.2
2012-10-12,"20121012",681.6,-999,-999,208.56875,-999,180.545208333333,254.4484375,459.1
2012-10-13,"20121013",681.6,-999,-999,208.701458333333,-999,180.7190625,254.419166666667,458.8
2012-10-14,"20121014",681.6,-999,-999,208.805208333333,-999,180.671666666667,254.314583333333,458.9
2012-10-15,"20121015",681.6,148.492727272727,-999,208.921927710843,223.758333333333,180.522708333333,254.325061728395,458.8
2012-10-16,"20121016",681.5,148.523541666667,-999,209.103333333333,223.761979166667,180.445416666667,254.422708333333,458.6
2012-10-17,"20121017",681.5,148.556875,-999,209.168541666667,223.745416666667,180.358854166667,254.463125,458.6
2012-10-18,"20121018",681.5,148.591041666667,-999,209.275,223.734166666667,180.45875,254.505,458.4
2012-10-19,"20121019",681.5,148.643125,-999,209.256875,223.718854166667,180.516145833333,254.523125,458.3
2012-10-20,"20121020",681.5,148.6775,-999,209.361354166667,223.704166666667,180.43625,254.690208333333,458.1
2012-10-21,"20121021",681.5,148.698125,-999,209.425,223.676145833333,180.4453125,255.011666666667,457.9
2012-10-22,"20121022",681.5,148.752708333333,-999,209.524375,223.661458333333,180.446145833333,255.200520833333,458.4
2012-10-23,"20121023",681.5,148.8225,-999,209.6403125,223.663958333333,180.6821875,255.262395833333,457.9
2012-10-24,"20121024",681.5,148.899166666667,-999,209.6609375,223.656145833333,180.85,255.331770833333,457.8
2012-10-25,"20121025",681.5,148.940208333333,-999,209.727708333333,223.6484375,181.013125,255.376458333333,458.6
2012-10-26,"20121026",681.5,148.958541666667,-999,209.973333333333,223.6221875,181.048958333333,255.289895833333,458.5
2012-10-27,"20121027",681.5,148.996458333333,-999,210.266666666667,223.604791666667,180.918229166667,255.4465625,457.5
2012-10-28,"20121028",681.4,149.032708333333,-999,210.390625,223.598854166667,181.0715625,255.7946875,457.4
2012-10-29,"20121029",681.4,149.077291666667,-999,210.833854166667,223.587708333333,181.221041666667,256.085520833333,457.3
2012-10-30,"20121030",681.4,149.125625,-999,212.306875,223.5640625,181.181875,256.166145833333,457.3
2012-10-31,"20121031",681.4,149.153125,-999,214.3259375,223.5503125,181.178229166667,256.1625,457.2
2012-11-01,"20121101",681.4,149.200833333333,-999,214.505,223.548125,181.387083333333,256.184270833333,457.2
2012-11-02,"20121102",681.4,149.211875,-999,213.2475,223.520104166667,181.51,256.165729166667,457.1
2012-11-03,"20121103",681.4,149.250416666667,-999,211.32625,223.519583333333,181.649270833333,256.2184375,457
2012-11-04,"20121104",681.4,149.275833333333,-999,211.226875,223.494479166667,181.7321875,256.244166666667,456.9
2012-11-05,"20121105",681.4,149.301875,-999,211.193125,223.4628125,181.684791666667,256.078333333333,456.8
2012-11-06,"20121106",681.4,149.351875,-999,211.189166666667,223.450833333333,181.657708333333,255.859479166667,456.7
2012-11-07,"20121107",681.4,149.387083333333,-999,211.4646875,223.449791666667,181.674583333333,255.5740625,456.6
2012-11-08,"20121108",681.4,149.402083333333,-999,211.62,223.435625,181.656770833333,255.277083333333,456.6
2012-11-09,"20121109",681.5,149.440416666667,-999,211.658958333333,223.425833333333,181.676458333333,254.9415625,456.6
2012-11-10,"20121110",681.5,149.476458333333,-999,211.726041666667,223.399375,181.885520833333,254.682395833333,456.4
2012-11-11,"20121111",681.5,149.543333333333,-999,211.029895833333,223.404895833333,182.117395833333,254.863541666667,456.3
2012-11-12,"20121112",681.4,149.57125,-999,210.245520833333,223.371979166667,182.200104166667,255.030625,456.2
2012-11-13,"20121113",681.4,149.609583333333,-999,210.325104166667,223.352916666667,182.097604166667,255.033229166667,456.2
2012-11-14,"20121114",681.4,149.632083333333,-999,210.377708333333,223.345,182.084270833333,255.064375,456
2012-11-15,"20121115",681.4,149.646875,-999,210.460520833333,223.332916666667,182.116979166667,255.087708333333,456
2012-11-16,"20121116",681.4,149.664375,-999,210.549479166667,223.311666666667,182.183333333333,255.140104166667,455.9
2012-11-17,"20121117",681.4,149.712708333333,-999,210.583125,223.318854166667,182.194895833333,255.400104166667,455.8
2012-11-18,"20121118",681.3,149.765833333333,-999,209.505,223.346145833333,182.536666666667,255.8321875,455.8
2012-11-19,"20121119",681.3,149.7925,-999,208.720104166667,223.306666666667,182.707291666667,256.0190625,455.7
2012-11-20,"20121120",681.3,149.823541666667,-999,208.738229166667,223.299791666667,182.6721875,256.001041666667,455.4
2012-11-21,"20121121",681.3,149.856875,-999,208.7190625,223.297291666667,182.774583333333,255.715,455.4
2012-11-22,"20121122",681.4,149.884375,-999,208.7903125,223.290625,182.929479166667,255.593229166667,455.4
2012-11-23,"20121123",681.4,149.908541666667,-999,208.8015625,223.292604166667,183.0234375,255.613958333333,455.4
2012-11-24,"20121124",681.3,149.931458333333,-999,209.257916666667,223.294270833333,182.986458333333,255.623645833333,455.3
2012-11-25,"20121125",681.3,149.951041666667,-999,209.832708333333,223.287083333333,182.908125,255.672708333333,455.2
2012-11-26,"20121126",681.3,149.97625,-999,209.256770833333,223.2715625,183.007916666667,255.5003125,455.1
2012-11-27,"20121127",681.3,150.007083333333,-999,208.704895833333,223.27,183.108645833333,255.2503125,454.9
2012-11-28,"20121128",681.3,150.04125,-999,208.3484375,223.252395833333,183.040104166667,255.0353125,454.9
2012-11-29,"20121129",681.3,150.066666666667,-999,208.2153125,223.256770833333,183.179375,254.786458333333,454.8
2012-11-30,"20121130",681.4,150.249166666667,-999,208.564895833333,223.386041666667,183.333125,255.186666666667,454.8
2012-12-01,"20121201",681.8,150.378541666667,-999,208.749375,223.462395833333,183.624479166667,255.639895833333,454.8
2012-12-02,"20121202",682.1,150.536666666667,-999,209.105520833333,223.786875,183.837604166667,256.176458333333,454.8
2012-12-03,"20121203",685.8,150.648958333333,-999,210.001458333333,224.493541666667,184.4115625,256.6215625,455.2
2012-12-04,"20121204",685.9,150.724583333333,-999,210.929375,224.7284375,184.747604166667,256.744270833333,455.2
2012-12-05,"20121205",686.2,150.867291666667,-999,211.702083333333,224.937083333333,185.023229166667,256.51,454.8
2012-12-06,"20121206",686.4,150.995625,-999,212.339895833333,225.140208333333,185.406145833333,256.277395833333,455.3
2012-12-07,"20121207",686.3,151.111875,-999,212.739479166667,225.312916666667,185.7815625,256.031770833333,455.5
2012-12-08,"20121208",686.3,151.229166666667,-999,212.4846875,225.501354166667,186.1371875,255.823854166667,455.6
2012-12-09,"20121209",686.1,151.322708333333,-999,212.913958333333,225.639895833333,186.609375,255.7359375,455.6
2012-12-10,"20121210",686,151.435625,-999,213.2321875,225.7471875,187.060625,255.561041666667,455.8
2012-12-11,"20121211",686,151.554375,-999,213.509270833333,225.830833333333,187.247395833333,255.237708333333,455.8
2012-12-12,"20121212",685.9,151.631666666667,-999,213.8725,225.8846875,187.468645833333,254.9578125,455.8
2012-12-13,"20121213",685.8,151.70625,-999,214.121770833333,225.9021875,187.806770833333,254.652291666667,455.8
2012-12-14,"20121214",685.8,151.773125,-999,214.181875,225.895208333333,188.095,254.348854166667,455.8
2012-12-15,"20121215",685.7,151.841458333333,-999,214.159270833333,225.913958333333,188.5659375,254.314583333333,455.9
2012-12-16,"20121216",685.3,151.888125,-999,213.3646875,225.9140625,188.924895833333,254.577291666667,456.4
2012-12-17,"20121217",684.9,151.955208333333,-999,212.733645833333,225.895729166667,189.207083333333,254.842604166667,456.7
2012-12-18,"20121218",684.6,152.000416666667,-999,212.773333333333,225.885625,189.539270833333,254.955,457.2
2012-12-19,"20121219",684.2,152.046458333333,-999,212.124791666667,225.916770833333,190.06,255.135520833333,457.3
2012-12-20,"20121220",683.9,152.07625,-999,211.340416666667,226.011666666667,190.234166666667,255.280729166667,457.7
2012-12-21,"20121221",683.5,152.135,-999,210.927291666667,226.1134375,190.276458333333,255.284583333333,458.1
2012-12-22,"20121222",683,152.263333333333,-999,211.454479166667,226.305625,190.768229166667,255.31125,458.5
2012-12-23,"20121223",683.5,152.418541666667,-999,212.416041666667,226.771458333333,191.435208333333,255.503958333333,459.1
2012-12-24,"20121224",687.4,152.6575,-999,214.854479166667,228.607395833333,192.446354166667,255.8025,460.8
2012-12-25,"20121225",688,152.77875,-999,216.6459375,229.07375,192.900729166667,255.853958333333,462.5
2012-12-26,"20121226",688.3,152.956875,-999,217.8315625,229.397708333333,193.535729166667,255.86625,462
2012-12-27,"20121227",688.9,153.122708333333,-999,218.9275,229.686354166667,194.250520833333,255.6625,462.6
2012-12-28,"20121228",688.9,153.294375,-999,219.6925,229.9715625,194.760416666667,255.3371875,462.9
2012-12-29,"20121229",688.7,153.461458333333,-999,219.783645833333,230.220104166667,195.246770833333,255.241770833333,463
2012-12-30,"20121230",688.5,153.609791666667,-999,219.675520833333,230.469166666667,195.8840625,255.268229166667,463
2012-12-31,"20121231",688,153.726666666667,-999,219.460833333333,230.659895833333,196.644479166667,255.28375,463.1
2013-01-01,"20130101",687.9,153.856041666667,-999,219.660416666667,230.867604166667,197.243229166667,255.333645833333,463.1
2013-01-02,"20130102",687.5,153.969791666667,-999,219.4690625,231.0659375,197.713125,255.334479166667,463.1
2013-01-03,"20130103",686.8,154.106875,-999,219.543333333333,231.237395833333,198.214166666667,255.271666666667,463.1
2013-01-04,"20130104",686.7,154.285208333333,-999,219.615729166667,231.411770833333,198.7434375,255.2603125,463.1
2013-01-05,"20130105",686.3,154.492291666667,-999,219.776666666667,231.5690625,199.168020833333,255.281770833333,463.2
2013-01-06,"20130106",685.9,154.727916666667,-999,219.9009375,231.766145833333,199.705729166667,255.355729166667,463.2
2013-01-07,"20130107",685.5,154.924166666667,-999,220.068645833333,231.922708333333,200.330520833333,255.348541666667,463.2
2013-01-08,"20130108",685,155.088125,-999,220.285,232.075833333333,200.834166666667,255.28,463.2
2013-01-09,"20130109",684.6,155.232916666667,-999,220.422708333333,232.229166666667,201.173333333333,255.286145833333,463.1
2013-01-10,"20130110",684.2,155.403333333333,-999,220.711354166667,232.361770833333,201.687083333333,255.10625,463.2
2013-01-11,"20130111",683.8,155.554583333333,-999,220.9359375,232.504375,202.3484375,254.8265625,463.2
2013-01-12,"20130112",683.4,155.725208333333,-999,221.025625,232.6325,202.906770833333,254.789270833333,463.2
2013-01-13,"20130113",682.9,155.8725,-999,221.105625,232.7584375,203.472291666667,254.802083333333,463.2
2013-01-14,"20130114",682.4,156.006041666667,-999,221.237083333333,232.84125,204.162708333333,254.660625,463.2
2013-01-15,"20130115",682,156.175416666667,-999,221.4640625,232.949166666667,204.73125,254.353229166667,463.2
2013-01-16,"20130116",681.6,156.356875,-999,221.555104166667,233.032604166667,205.0215625,254.0384375,463.2
2013-01-17,"20130117",681.2,156.500625,-999,221.624895833333,233.091875,205.247083333333,253.7325,463.2
2013-01-18,"20130118",681,156.631666666667,-999,221.825416666667,233.156458333333,205.5690625,253.606875,463.2
2013-01-19,"20130119",680.9,156.754166666667,-999,222.577604166667,233.215208333333,206.004270833333,253.465625,463.2
2013-01-20,"20130120",680.7,156.863125,-999,223.146666666667,233.272083333333,206.4928125,253.372708333333,463.2
2013-01-21,"20130121",680.5,156.979791666667,-999,223.604895833333,233.30875,206.901458333333,253.214791666667,463.2
2013-01-22,"20130122",680.4,157.097083333333,-999,223.9653125,233.353958333333,207.160833333333,252.933958333333,463.2
2013-01-23,"20130123",680.1,157.220625,-999,224.177291666667,233.390833333333,207.452604166667,252.887395833333,463.2
2013-01-24,"20130124",680,157.355208333333,-999,224.405208333333,233.454895833333,207.899166666667,253.0234375,463.3
2013-01-25,"20130125",680,157.491875,-999,223.65,233.552708333333,208.22125,253.139479166667,463.4
2013-01-26,"20130126",679.8,157.605625,-999,222.740625,233.620833333333,208.420416666667,253.419479166667,463.5
2013-01-27,"20130127",679.8,157.702916666667,-999,221.9915625,233.6834375,208.9328125,253.800625,463.5
2013-01-28,"20130128",679.9,157.802291666667,-999,221.404895833333,233.727291666667,209.4596875,253.993645833333,463.5
2013-01-29,"20130129",679.6,157.900416666667,-999,221.130104166667,233.7375,210.003541666667,254.121875,463.5
2013-01-30,"20130130",679.6,157.991458333333,-999,220.684166666667,233.7615625,210.3065625,254.305208333333,463.5
2013-01-31,"20130131",679.5,158.136595744681,-999,220.462916666667,233.754526315789,210.46375,254.825531914894,463.5
2013-02-01,"20130201",679.4,158.281458333333,-999,220.3459375,233.767083333333,210.5728125,255.358854166667,463.5
2013-02-02,"20130202",679.4,158.366875,-999,220.202395833333,233.797708333333,210.9346875,255.561875,463.1
2013-02-03,"20130203",679.4,158.456666666667,-999,219.91375,233.779583333333,211.280416666667,255.8871875,462.7
2013-02-04,"20130204",679.7,158.537708333333,-999,219.73125,233.737083333333,211.460520833333,256.08875,462.3
2013-02-05,"20130205",679.8,158.609583333333,-999,219.5540625,233.674791666667,211.546875,256.142916666667,461.9
2013-02-06,"20130206",679.8,158.692708333333,-999,219.375208333333,233.598125,211.709791666667,256.15375,461.6
2013-02-07,"20130207",679.9,158.754375,-999,219.103854166667,233.531458333333,211.876458333333,256.316666666667,461.3
2013-02-08,"20130208",679.9,158.853541666667,-999,218.9065625,233.4653125,212.1271875,256.450104166667,461
2013-02-09,"20130209",680,158.902083333333,-999,218.776354166667,233.400104166667,212.517083333333,256.6446875,460.7
2013-02-10,"20130210",679.2,158.971458333333,-999,219.193125,233.347291666667,212.8559375,256.993229166667,460.7
